Subject,Condition,Time_point,Value
6,1,443,1.63766297325492
6,1,444,1.49057446792722
6,1,445,1.32557867467403
6,1,446,1.15227608382702
6,1,447,0.981267772614956
6,1,448,0.823324339464307
6,1,449,0.688529184088111
6,1,450,0.585441790521145
6,1,451,0.520434387028217
6,2,401,2.39294188283384
6,2,402,2.42494413256645
6,2,403,2.44063480198383
6,2,404,2.44698359299218
6,2,405,2.45179258193821
6,2,406,2.46260957047343
6,2,407,2.48570695146918
6,2,408,2.52518191933632
6,2,409,2.58234204351902
6,2,410,2.65540756285191
6,2,411,2.73962500691414
6,2,412,2.82774616777897
6,2,413,2.91085687279701
6,2,414,2.97942282259464
6,2,415,3.02448588609695
6,2,416,3.03880143165588
6,2,417,3.01782518625259
6,2,418,2.96043066680431
